species,family,namephylo,namephylo1,status,community,lifehistory,growthform,native,rangeedge,specialization,Nfix,C34,raritycategory,rarity
Osmunda regalis,Osmundaceae,,,1,wetland,perennial,fern,native,0,5,not,C3,occassional,0.746987952
Oxypolis rigidior,Umbelliferae,,,1,wetland,perennial,forb,native,0,3,not,C3,rare,0.240963855
Panax quinquefolius,Araliaceae,,,1,wetland,perennial,forb,native,0,3,not,C3,occassional,0.325301205
Panicum flexile,Poaceae,,,1,wetland,annual,graminoid,native,0,1,not,C4,rare,0.21686747
Panicum implicatum,Poaceae,,,1,wetland,perennial,graminoid,native,0,2,not,C4,occassional,0.710843373
Parnassia glauca,Saxifragaceae,,,1,wetland,perennial,forb,native,0,3,not,C3,occassional,0.56626506
Pedicularis lanceolata,Scrophulariaceae,,,1,wetland,perennial,forb,native,0,3,not,C3,occassional,0.397590361
Peltandra virginica,Araceae,,,1,wetland,perennial,forb,native,0,2,not,C3,occassional,0.313253012
Penthorum sedoides,Penthoraceae,,,1,wetland,perennial,forb,native,0,3,not,C3,occassional,0.614457831
Phalaris arundinacea,Poaceae,,,1,wetland,perennial,graminoid,native,0,5,not,C3,common,0.879518072
Phragmites australis,Poaceae,,,1,wetland,perennial,graminoid,non-native,0,5,not,C3,common,1.060240964
Physostegia virginiana,Labiatae,,,1,wetland,perennial,forb,native,0,1,not,C3,occassional,0.469879518
Pilea fontana,Urticaceae,,,1,wetland,annual,forb,native,0,3,not,C3,occassional,0.385542169
Pilea pumila,Urticaceae,,,1,wetland,annual,forb,native,0,3,not,C3,occassional,0.445783133
Pinus strobus,Pinaceae,,,1,wetland,perennial,woody,native,0,3,not,C3,common,0.891566265
Platanthera ciliaris,Orchidaceae,,,1,wetland,perennial,forb,native,1,2,not,C3,rare,0.192771084
Platanthera clavellata,Orchidaceae,,,1,wetland,perennial,forb,native,0,4,not,C3,occassional,0.590361446
Platanthera dilatata,Orchidaceae,,,1,wetland,perennial,forb,native,1,1,not,C3,occassional,0.554216867
Platanthera flava,Orchidaceae,,,1,wetland,perennial,forb,native,0,2,not,C3,occassional,0.289156627
Platanthera lacera,Orchidaceae,,,1,wetland,perennial,forb,native,0,2,not,C3,occassional,0.518072289
Platanthera leucophaea,Orchidaceae,,,0,wetland,perennial,forb,native,1,1,not,C3,rare,0.240963855
Platanthera psycodes,Orchidaceae,,,1,wetland,perennial,forb,native,0,3,not,C3,occassional,0.734939759
Platanus occidentalis,Platanaceae,,,1,wetland,perennial,woody,native,0,2,not,C3,occassional,0.313253012
Poa paludigena,Poaceae,,,1,wetland,perennial,graminoid,native,1,4,not,C3,rare,0.192771084
Poa palustris,Poaceae,,,1,wetland,perennial,graminoid,native,0,2,not,C3,common,0.843373494
Poa pratensis,Poaceae,,,1,wetland,perennial,graminoid,non-native,0,3,not,C3,common,0.939759036
Pogonia ophioglossoides,Orchidaceae,,,1,wetland,perennial,forb,native,0,2,not,C3,occassional,0.734939759
Polygala cruciata,Polygalaceae,,,1,wetland,annual,forb,native,0,1,not,C3,rare,0.13253012
Polygala senega,Polygalaceae,,,1,wetland,perennial,forb,native,0,1,not,C3,occassional,0.397590361
Polygonum amphibium,Polygonaceae,,,1,wetland,perennial,forb,non-native,0,4,not,C3,common,0.855421687
Polygonum arifolium,Polygonaceae,,,1,wetland,annual,vine,native,0,3,not,C3,rare,0.120481928
Polygonum pensylvanicum,Polygonaceae,,,1,wetland,annual,forb,native,0,3,not,C3,occassional,0.409638554
Polygonum sagittatum,Polygonaceae,,,1,wetland,annual/perennial,vine,native,0,3,not,C3,occassional,0.373493976
Polygonum virginianum,Polygonaceae,,,1,wetland,annual/perennial,forb,native,0,3,not,C3,occassional,0.397590361
Pontederia cordata,Pontederiaceae,,,1,wetland,perennial,forb,native,0,2,not,C3,occassional,0.674698795
Populus deltoides,Salicaceae,,,1,wetland,perennial,woody,native,0,3,not,C3,occassional,0.590361446
Populus heterophylla,Salicaceae,,,1,wetland,perennial,woody,native,1,1,not,C3,rare,0.072289157
Populus tremuloides,Salicaceae,,,1,wetland,perennial,woody,native,0,2,not,C3,common,1
Potamogeton amplifolius,Potamogetonaceae,,,1,wetland,perennial,forb,native,0,1,not,C3,common,0.819277108
Potamogeton crispus,Potamogetonaceae,,,1,wetland,perennial,forb,non-native,0,1,not,C3,occassional,0.421686747
Potamogeton epihydrus,Potamogetonaceae,,,1,wetland,perennial,forb,native,0,1,not,C3,occassional,0.457831325
Potamogeton gramineus,Potamogetonaceae,,,1,wetland,perennial,forb,native,0,1,not,C3,common,0.915662651
Potamogeton natans,Potamogetonaceae,,,1,wetland,perennial,forb,native,0,1,not,C3,common,0.927710843
Potamogeton nodosus,Potamogetonaceae,,,1,wetland,perennial,forb,native,0,1,not,C3,occassional,0.34939759
Potamogeton pectinatus,Potamogetonaceae,,,1,wetland,perennial,forb,native,0,1,not,C3,occassional,0.746987952
Potamogeton richardsonii,Potamogetonaceae,,,1,wetland,perennial,forb,native,0,1,not,C3,common,0.771084337
Potamogeton zosteriformis,Potamogetonaceae,,,1,wetland,perennial,forb,native,0,1,not,C3,common,0.855421687
Potentilla anserina,Rosaceae,,,1,wetland,perennial,forb,native,1,1,not,C3,occassional,0.56626506
Potentilla fruticosa,Rosaceae,,,1,wetland,perennial,forb,native,1,2,not,C3,occassional,0.638554217
Potentilla palustris,Rosaceae,,,1,wetland,perennial,forb,native,1,2,not,C3,occassional,0.710843373
Potentilla simplex,Rosaceae,,,1,wetland,perennial,forb,native,0,1,not,C3,common,0.807228916
Prenanthes altissima,Asteraceae,,,1,wetland,perennial,forb,native,1,2,not,C3,occassional,0.397590361
Proserpinaca palustris,Haloragaceae,,,1,wetland,perennial,forb,native,0,1,not,C3,occassional,0.481927711
Psilocarya scirpoides,Cyperaceae,,,1,wetland,annual,graminoid,native,1,1,not,C3,rare,0.108433735
Puccinellia pallida,Poaceae,,,1,wetland,perennial,graminoid,native,0,3,not,C3,rare,0.144578313
Pycnanthemum virginianum,Labiatae,,,1,wetland,perennial,forb,native,0,4,not,C3,occassional,0.445783133
Pyrola asarifolia,Pyrolaceae,,,1,wetland,perennial,woody,native,0,1,not,C3,occassional,0.65060241
Quercus bicolor,Eagaceae,,,1,wetland,perennial,woody,native,0,3,not,C3,occassional,0.385542169
Quercus muehlenbergii,Eagaceae,,,1,wetland,perennial,woody,native,0,2,not,C3,occassional,0.301204819
Quercus palustris,Eagaceae,,,1,wetland,perennial,woody,native,0,5,not,C3,occassional,0.265060241
Ranunculus hispidus,Ranunculaceae,,,1,wetland,perennial,forb,native,0,3,not,C3,common,0.879518072
Ranunculus pensylvanicus,Ranunculaceae,,,1,wetland,annual/perennial,forb,native,0,2,not,C3,common,0.771084337
Ranunculus recurvatus,Ranunculaceae,,,1,wetland,perennial,forb,native,0,1,not,C3,common,0.903614458
Ranunculus sceleratus,Ranunculaceae,,,1,wetland,annual/perennial,forb,native,0,3,not,C3,occassional,0.710843373
Rhamnus alnifolia,Rhamnaceae,,,1,wetland,perennial,woody,native,0,3,not,C3,common,0.795180723
Rhamnus frangula,Rhamnaceae,,,1,wetland,perennial,woody,non-native,0,4,not,C3,occassional,0.265060241
Rhynchospora alba,Cyperaceae,,,1,wetland,perennial,graminoid,native,0,2,not,C3,occassional,0.481927711
Rhynchospora capillacea,Cyperaceae,,,1,wetland,perennial,graminoid,native,0,1,not,C4,occassional,0.373493976
Rhynchospora fusca,Cyperaceae,,,1,wetland,perennial,graminoid,native,1,1,not,C3,rare,0.192771084
Rhynchospora macrostachya,Cyperaceae,,,1,wetland,perennial,graminoid,native,1,2,not,C4,rare,0.120481928
Rosa palustris,Rosaceae,,,1,wetland,perennial,woody,native,1,5,not,C3,common,0.78313253
Rotala ramosior,Lythraceae,,,1,wetland,annual,forb,native,0,2,not,C3,rare,0.168674699
Rubus hispidus,Rosaceae,,,1,wetland,perennial,woody,native,0,5,not,C3,occassional,0.638554217
Rubus pubescens,Rosaceae,,,1,wetland,perennial,forb,native,0,2,not,C3,common,0.963855422
Rudbeckia fulgida,Asteraceae,,,1,wetland,perennial,forb,native,1,2,not,C3,rare,0.180722892
Rudbeckia laciniata,Asteraceae,,,1,wetland,perennial,forb,native,0,3,not,C3,occassional,0.65060241
Rudbeckia triloba,Asteraceae,,,1,wetland,perennial,forb,native,1,3,not,C3,rare,0.156626506
Rumex crispus,Polygonaceae,,,1,wetland,perennial,forb,non-native,0,3,not,C3,common,0.855421687
Rumex orbiculatus,Polygonaceae,,,1,wetland,perennial,forb,native,1,2,not,C3,occassional,0.602409639
Sabatia angularis,Gentianaceae,,,1,wetland,annual,forb,native,0,1,not,C3,rare,0.084337349
Sagittaria latifolia,Alismataceae,,,1,wetland,perennial,forb,native,0,4,not,C3,common,0.771084337
Sagittaria rigis,Alismataceae,,,1,wetland,perennial,forb,native,0,2,not,C3,rare,0.228915663
Salix bebbiana,Salicaceae,,,1,wetland,perennial,woody,native,0,4,not,C3,common,0.939759036
Salix candida,Salicaceae,,,1,wetland,perennial,woody,native,0,3,not,C3,occassional,0.590361446
Salix discolor,Salicaceae,,,1,wetland,perennial,woody,native,0,4,not,C3,common,0.915662651
Salix fragilis,Salicaceae,,,1,wetland,perennial,woody,non-native,0,1,not,C3,occassional,0.361445783
Salix lucida,Salicaceae,,,1,wetland,perennial,woody,native,0,2,not,C3,common,0.843373494
Salix myricoides,Salicaceae,,,1,wetland,perennial,woody,non-native,0,1,not,C3,occassional,0.421686747
Salix nigra,Salicaceae,,,1,wetland,perennial,woody,native,0,2,not,C3,occassional,0.43373494
Sambucus racemosa,Caprifoliaceae,,,1,wetland,perennial,woody,native,0,1,not,C3,common,0.86746988
Sanicula canadensis,Umbelliferae,,,1,wetland,biennial,forb,native,0,2,not,C3,rare,0.192771084
Sarracenia purpurea,Sarraceniaceae,,,1,wetland,perennial,forb,native,0,2,not,C3,common,0.771084337
Saururus cernuus,Saururaceae,,,1,wetland,perennial,forb,native,0,2,not,C3,occassional,0.337349398
Saxifraga pensylvanica,Saxifragaceae,,,1,wetland,perennial,forb,native,0,3,not,C3,occassional,0.385542169
Scheuchzeria palustris,Juncaginaceae,,,1,wetland,perennial,forb,native,0,1,not,C3,occassional,0.457831325
Scirpus acutus,Cyperaceae,,,1,wetland,perennial,graminoid,native,0,2,not,C3,occassional,0.686746988
Scirpus americanus,Cyperaceae,,,1,wetland,perennial,graminoid,native,1,3,not,C3,occassional,0.722891566
Scirpus atrovirens,Cyperaceae,,,1,wetland,perennial,graminoid,native,0,5,not,C3,common,0.795180723
Scirpus cyperinus,Cyperaceae,,,1,wetland,perennial,graminoid,native,0,3,not,C3,occassional,0.746987952
Scirpus validus,Cyperaceae,,,1,wetland,perennial,graminoid,native,0,1,not,C3,occassional,0.746987952
Scleria pauciflora,Cyperaceae,,,1,wetland,perennial,graminoid,native,1,1,not,C3,rare,0.036144578
Scleria triglomerata,Cyperaceae,,,1,wetland,perennial,graminoid,native,0,1,not,C3,rare,0.120481928
Scutellaria galericulata,Labiatae,,,1,wetland,perennial,forb,native,0,3,not,C3,common,1.012048193
Scutellaria lateriflora,Labiatae,,,1,wetland,perennial,forb,native,0,3,not,C3,common,0.927710843
Selaginella eclipes,Selaginellaceae,,,1,wetland,perennial,forb,native,0,3,not,C3,occassional,0.373493976
Senecio aureus,Asteraceae,,,1,wetland,perennial,forb,native,0,5,not,C3,occassional,0.734939759
Senecio pauperculus,Asteraceae,,,1,wetland,perennial,forb,native,0,1,not,C3,occassional,0.698795181
Sisyrinchium albidum,Iridaceae,,,1,wetland,perennial,forb,native,0,3,not,C3,occassional,0.265060241
Sisyrinchium angustifolium,Iridaceae,,,1,wetland,perennial,forb,native,0,3,not,C3,occassional,0.409638554
Sium suave,Umbelliferae,,,1,wetland,perennial,forb,native,0,3,not,C3,common,0.771084337
Smilax ecirrata,Liliaceae,,,1,wetland,perennial,vine,native,0,4,not,C3,occassional,0.43373494
Smilax lasioneura,Liliaceae,,,1,wetland,perennial,vine,native,0,3,not,C3,occassional,0.289156627
Solidago gigantea,Asteraceae,,,1,wetland,perennial,forb,native,0,3,not,C3,occassional,0.722891566
Solidago ohioensis,Asteraceae,,,1,wetland,perennial,forb,native,0,1,not,C3,occassional,0.385542169
Solidago patula,Asteraceae,,,1,wetland,perennial,forb,native,0,3,not,C3,occassional,0.518072289
Solidago riddellii,Asteraceae,,,1,wetland,perennial,forb,native,0,2,not,C3,occassional,0.301204819
Solidago uliginosa,Asteraceae,,,1,wetland,perennial,forb,native,0,1,not,C3,occassional,0.638554217
Sparganium americanum,Sparganiaceae,,,1,wetland,perennial,forb,native,0,1,not,C3,occassional,0.554216867
Sparganium eurycarpum,Sparganiaceae,,,1,wetland,perennial,forb,native,0,2,not,C3,common,0.759036145
Sparganium fluctuans,Sparganiaceae,,,1,wetland,perennial,forb,native,1,1,not,C3,rare,0.13253012
Sparganium minimum,Sparganiaceae,,,1,wetland,perennial,forb,native,1,1,not,C3,rare,0.240963855
Spartina pectinata,Poaceae,,,1,wetland,perennial,graminoid,native,0,3,not,C4,occassional,0.554216867
Sphenopholis intermedia,Poaceae,,,1,wetland,perennial,graminoid,native,0,2,not,C3,occassional,0.686746988
Spiraea alba,Rosaceae,,,1,wetland,perennial,woody,native,0,4,not,C3,common,1
Spiraea tomentosa,Rosaceae,,,1,wetland,perennial,woody,native,0,5,not,C3,occassional,0.409638554
Spiranthes cernua,Orchidaceae,,,1,wetland,perennial,forb,native,0,3,not,C3,occassional,0.722891566
Spiranthes lucida,Orchidaceae,,,1,wetland,perennial,forb,native,1,1,not,C3,rare,0.084337349
Spiranthes ovalis,Orchidaceae,,,1,wetland,perennial,forb,native,0,2,not,C3,rare,0.048192771
Spirodela polyrhiza,Lemnaceae,,,1,wetland,perennial,forb,native,0,2,not,C3,occassional,0.674698795
Stachys hyssopifolia,Labiatae,,,1,wetland,annual,forb,native,1,2,not,C3,rare,0.228915663
Stachys palustris,Labiatae,,,1,wetland,perennial,forb,native,0,2,not,C3,rare,0.036144578
Stachys tenuifolia,Labiatae,,,1,wetland,perennial,forb,native,0,1,not,C3,rare,0.096385542
Staphylea trifolia,Staphyleaceae,,,1,wetland,perennial,woody,native,0,3,not,C3,occassional,0.421686747
Stellaria crassifolia,Caryophyllaceae,,,1,wetland,perennial,forb,native,1,1,not,C3,rare,0.060240964
Symplocarpus foetidus,Araceae,,,1,wetland,perennial,forb,native,0,5,not,C3,occassional,0.469879518
Taxus canadensis,Taxaceae,,,1,wetland,perennial,woody,non-native,0,1,not,C3,occassional,0.686746988
Teucrium canadense,Labiatae,,,1,wetland,perennial,forb,native,0,3,not,C3,occassional,0.626506024
Thalictrum dasycarpum,Ranunculaceae,,,1,wetland,perennial,forb,native,0,3,not,C3,common,0.939759036
Thelypteris noveboracensis,Thelypteridaceae,,,1,wetland,perennial,fern,native,1,3,not,C3,occassional,0.469879518
Thelypteris palustris,Thelypteridaceae,,,1,wetland,perennial,fern,native,0,4,not,C3,occassional,0.746987952
Tilia americana,Tiliaceae,,,1,wetland,perennial,woody,native,0,2,not,C3,common,0.939759036
Tofieldia/Triantha glutinosa,Liliaceae,,,1,wetland,perennial,forb,native,0,2,not,C3,occassional,0.493975904
Toxicodendron vernix,Anacardiaceae,,,1,wetland,perennial,woody,native,0,5,not,C3,occassional,0.385542169
Triadenum fraseri,Guttiferae,,,1,wetland,perennial,forb,native,0,3,not,C3,common,0.843373494
Triadenum virginicum,Guttiferae,,,1,wetland,perennial,forb,native,0,1,not,C3,rare,0.168674699
Trientalis borealis,Primulaceae,,,1,wetland,perennial,forb,native,0,4,not,C3,common,0.939759036
Triglochin maritima,Juncaginaceae,,,1,wetland,perennial,graminoid,native,0,1,not,C3,occassional,0.542168675
Triglochin palustris,Juncaginaceae,,,1,wetland,perennial,graminoid,native,0,1,not,C3,occassional,0.554216867
Trillium cernuum,Liliaceae,,,1,wetland,perennial,forb,native,0,4,not,C3,occassional,0.710843373
Trillium erectum,Liliaceae,,,1,wetland,perennial,forb,native,1,1,not,C3,occassional,0.253012048
Trillium flexipes,Liliaceae,,,1,wetland,perennial,forb,native,0,3,not,C3,occassional,0.277108434
Trillium sessile,Liliaceae,,,1,wetland,perennial,forb,native,1,1,not,C3,rare,0.084337349
Triphora trianthophora ,Orchidaceae,,,0,wetland,perennial,forb,native,1,1,not,C3,rare,0.060240964
Tsuga canadensis,Pinacae,,,0,wetland,perennial,woody,native,0,1,not,C3,occassional,0.722891566
Typha angustifolia,Typhaceae,,,1,wetland,perennial,forb,non-native,0,2,not,C3,occassional,0.626506024
Typha latifolia,Typhaceae,,,1,wetland,perennial,forb,non-native,0,2,not,C3,common,0.78313253
Ulmus americana,Ulmaceae,,,1,wetland,perennial,woody,native,0,5,not,C3,common,0.86746988
Ulmus thomasii,Ulmaceae,,,1,wetland,perennial,woody,native,0,3,not,C3,occassional,0.361445783
Urtica dioica,Urticaceae,,,1,wetland,perennial,forb,native,0,2,not,C3,common,0.771084337
Utricularia cornuta,Lentibulariaceae,,,1,wetland,annual/perennial,forb,native,0,1,not,C3,occassional,0.590361446
Utricularia gibba,Lentibulariaceae,,,1,wetland,annual/perennial,forb,native,0,1,not,C3,occassional,0.445783133
Utricularia intermedia,Lentibulariaceae,,,1,wetland,annual,forb,native,0,2,not,C3,occassional,0.638554217
Utricularia macrorhiza/vulgaris,Lentibulariaceae,,,1,wetland,perennial,forb,native,0,1,not,C3,common,0.939759036
Utricularia purpurea,Lentibulariaceae,,,1,wetland,annual/perennial,forb,native,0,1,not,C3,occassional,0.289156627
Utricularia resupinata,Lentibulariaceae,,,1,wetland,annual/perennial,forb,native,0,1,not,C3,occassional,0.313253012
Vaccinium angustifolium,Ericaceae,,,1,wetland,perennial,woody,native,0,2,not,C3,common,0.915662651
Vaccinium corymbosum,Ericaceae,,,1,wetland,perennial,woody,native,0,4,not,C3,occassional,0.409638554
Vaccinium macrocarpon,Ericaceae,,,1,wetland,perennial,woody,native,0,1,not,C3,occassional,0.698795181
Vaccinium oxycoccos,Ericaceae,,,1,wetland,perennial,woody,native,1,1,not,C3,occassional,0.698795181
Valeriana edulis,Valerianaceae,,,1,wetland,perennial,forb,native,0,1,not,C3,rare,0.120481928
Valeriana uliginosa,Valerianaceae,,,1,wetland,perennial,forb,native,0,1,not,C3,occassional,0.421686747
Valerianella chenopodiifolia,Valerianaceae,,,1,wetland,annual,forb,native,0,1,not,C3,rare,0.072289157
Vallisneria americana,Hydrocharitaceae,,,1,wetland,perennial,forb,native,0,1,not,C4,occassional,0.734939759
Verbena hastata,Verbenaceae,,,1,wetland,perennial,forb,native,0,4,not,C3,common,0.963855422
Verbena urticifolia,Verbenaceae,,,1,wetland,perennial,forb,native,0,1,not,C3,occassional,0.542168675
Vernonia gigantea,Asteraceae,,,1,wetland,perennial,forb,native,0,2,not,C3,rare,0.108433735
Vernonia missurica,Asteraceae,,,1,wetland,perennial,forb,native,1,5,not,C3,occassional,0.277108434
Veronica anagallis-aquatica,Scrophulariaceae,,,1,wetland,perennial,forb,native,0,2,not,C3,occassional,0.626506024
Veronica officinalis,Scrophulariaceae,,,1,wetland,perennial,forb,non-native,0,2,not,C3,occassional,0.518072289
Veronica peregrina,Scrophulariaceae,,,1,wetland,annual,forb,native,0,3,not,C3,occassional,0.542168675
Veronica scutellata,Scrophulariaceae,,,1,wetland,perennial,forb,native,0,2,not,C3,occassional,0.578313253
Viburnum acerifolium,Caprifoliaceae,,,1,wetland,perennial,woody,native,1,4,not,C3,common,0.843373494
Viburnum lentago,Caprifoliaceae,,,1,wetland,perennial,woody,native,0,4,not,C3,common,0.78313253
Viburnum opulus,Caprifoliaceae,,,1,wetland,perennial,woody,native,0,3,not,C3,occassional,0.662650602
Viburnum prunifolium,Caprifoliaceae,,,1,wetland,perennial,woody,native,1,3,not,C3,rare,0.084337349
Vinca minor,Apocynaceae,,,1,wetland,perennial,vine,non-native,0,5,not,C3,occassional,0.397590361
Viola affinis,Violaceae,,,1,wetland,annual/perennial,forb,native,0,3,not,C3,occassional,0.445783133
Viola blanda,Violaceae,,,1,wetland,perennial,forb,native,0,4,not,C3,common,0.915662651
Viola cucullata,Violaceae,,,1,wetland,perennial,forb,native,0,4,not,C3,common,0.819277108
Viola lanceolata,Violaceae,,,1,wetland,perennial,forb,native,0,4,not,C3,occassional,0.530120482
Viola macloskeyi,Violaceae,,,1,wetland,perennial,forb,native,0,3,not,C3,occassional,0.674698795
Viola nephrophylla,Violaceae,,,1,wetland,annual/perennial,forb,native,0,3,not,C3,occassional,0.602409639
Viola striata,Violaceae,,,1,wetland,perennial,forb,native,0,1,not,C3,occassional,0.361445783
Vitis riparia,Vitaceae,,,1,wetland,perennial,vine,native,0,4,not,C3,common,0.807228916
Wolffia brasiliensis/bracteata,Lemnaceae,,,1,wetland,perennial,forb,native,1,3,not,C3,rare,0.036144578
Wolffia columbiana,Lemnaceae,,,1,wetland,perennial,forb,native,0,3,not,C3,occassional,0.373493976
Woodwardia virginica,Pteridaceae,,,1,wetland,perennial,fern,native,1,1,not,C3,occassional,0.373493976
Xanthium strumarium,Asteraceae,,,1,wetland,annual,forb,non-native,0,3,not,C3,occassional,0.409638554
Xyris difformis,Xyridaceae,,,1,wetland,perennial,forb,native,1,5,not,C3,occassional,0.301204819
Xyris torta,Xyridaceae,,,1,wetland,perennial,forb,native,1,1,not,C3,rare,0.168674699
Zanthoxylum americanum,Rutaceae,,,1,wetland,perennial,woody,native,0,3,not,C3,occassional,0.614457831
Zizania aquatica,Poaceae,,,1,wetland,annual,graminoid,native,0,2,not,C3,rare,0.180722892
Zizia aurea,Umbelliferae,,,1,wetland,perennial,forb,native,0,4,not,C3,occassional,0.469879518
